,제조사,모델,연식,주행거리,연료,변속기,기통,구동방식,등급,유형,색상,상태,가격
24406,ram,2500,2017.0,210243,경유,자동,6,사륜구동,대형,트럭,은색,훌륭함,40680000
24407,ram,2500,2014.0,375619,경유,자동,6,사륜구동,대형,트럭,은색,훌륭함,26280000
24408,chevrolet,camero,2018.0,12917,휘발유,기타,6,전륜구동,준중형,쿠페,빨간색,훌륭함,35400000
24409,volkswagen,golf,2010.0,137374,휘발유,수동,5,후륜구동,준중형,해치백,은색,나쁨,3000000
24410,ford,mustang convertible,2014.0,95252,휘발유,자동,6,전륜구동,중형,컨버터블,검은색,훌륭함,20400000
24411,ford,f-450,2009.0,321,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,11760000
24412,ford,excursion,2002.0,264926,경유,자동,8,사륜구동,대형,SUV,검은색,좋음,35880000
24413,ford,shelby gt500,2007.0,3403,휘발유,기타,8,전륜구동,중형,쿠페,빨간색,좋음,47880000
24414,lexus,rx 350,2013.0,84070,휘발유,자동,4,후륜구동,대형,SUV,흰색,훌륭함,27000000
24415,lincoln,mkz,2012.0,82059,휘발유,자동,6,후륜구동,중형,세단,은색,훌륭함,11400000
24416,ram,1500,2007.0,128720,휘발유,자동,6,전륜구동,대형,트럭,흰색,새거같음,8700000
24417,buick,electra 225,1963.0,138374,휘발유,자동,8,전륜구동,대형,컨버터블,갈색,훌륭함,34800000
24418,ford,f-450,2009.0,321,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,11760000
24419,chevrolet,equinox,2016.0,115848,휘발유,자동,4,후륜구동,중형,SUV,회색,새거같음,17988000
24420,chevrolet,equinox,2010.0,215985,휘발유,자동,4,후륜구동,중형,SUV,회색,좋음,7980000
24421,ford,escape,2017.0,100145,휘발유,자동,4,사륜구동,중형,SUV,은색,새거같음,21596400
24422,rover,lr2 hse,2008.0,275139,휘발유,자동,6,사륜구동,중형,SUV,검은색,훌륭함,9000000
24423,toyota,rav4,2007.0,363632,휘발유,자동,6,사륜구동,중형,SUV,검은색,새거같음,7196400
24424,cadillac,srx luxury,2014.0,148028,휘발유,자동,6,후륜구동,중형,SUV,검은색,훌륭함,17274000
24425,ram,1500 conversion van,2000.0,94583,휘발유,자동,8,전륜구동,대형,밴,초록색,좋음,6000000
24426,toyota,sienna,2014.0,178018,휘발유,자동,6,사륜구동,중형,미니밴,빨간색,새거같음,19196400
24427,mitsubishi,outlander,2015.0,60062,휘발유,자동,4,사륜구동,중형,SUV,파란색,새거같음,17996400
24428,kia,sportage,2015.0,89320,휘발유,자동,4,사륜구동,중형,SUV,검은색,새거같음,17996400
24429,ford,f150 super cab xlt,2007.0,323409,휘발유,자동,8,사륜구동,대형,트럭,기타,훌륭함,8340000
24430,ford,edge limited,2011.0,234703,휘발유,자동,6,후륜구동,중형,SUV,흰색,좋음,9540000
24431,ford,f-150,2010.0,222042,휘발유,자동,8,전륜구동,대형,트럭,흰색,훌륭함,11580000
24432,subaru,impreza sport premium,2013.0,207561,휘발유,자동,4,사륜구동,준중형,해치백,은색,나쁨,6600000
24433,chevrolet,impala ls,2004.0,426385,휘발유,자동,6,후륜구동,대형,세단,검은색,좋음,1200000
24434,chevrolet,malibu,2012.0,159358,휘발유,자동,4,후륜구동,준중형,세단,은색,좋음,8385600
24435,chevrolet,silverado 1500,2017.0,9475,휘발유,자동,8,사륜구동,대형,트럭,빨간색,새거같음,44396400
24436,chevrolet,silverado 1500,2017.0,68770,휘발유,자동,8,사륜구동,대형,트럭,검은색,새거같음,38396400
24437,chevrolet,tahoe lt 4wd,2011.0,186644,휘발유,자동,8,사륜구동,대형,SUV,은색,훌륭함,19068000
24438,cadillac,srx,2015.0,113996,휘발유,자동,6,사륜구동,중형,SUV,흰색,새거같음,25196400
24439,gmc,acadia denali,2011.0,126546,휘발유,자동,6,후륜구동,중형,SUV,검은색,새거같음,19196400
24440,kia,sportage,2015.0,89320,휘발유,자동,4,사륜구동,중형,SUV,검은색,새거같음,17996400
24441,mitsubishi,outlander,2015.0,59901,휘발유,자동,4,사륜구동,중형,SUV,파란색,새거같음,17996400
24442,toyota,sienna,2014.0,178002,휘발유,자동,6,사륜구동,중형,미니밴,빨간색,새거같음,19196400
24443,ford,escape,2017.0,87273,휘발유,자동,4,사륜구동,중형,SUV,은색,새거같음,21596400
24444,mini,cooper,2007.0,105373,휘발유,자동,4,후륜구동,소형,해치백,은색,훌륭함,8394000
24445,saturn,vue xr,2008.0,176990,휘발유,자동,6,후륜구동,준중형,SUV,검은색,훌륭함,6600000
24446,kia,sedona ex,2006.0,216204,휘발유,자동,6,후륜구동,중형,미니밴,파란색,훌륭함,5100000
24447,gmc,acadia slt awd,2010.0,172163,휘발유,자동,6,사륜구동,대형,SUV,빨간색,훌륭함,11994000
24448,kia,sorento ex,2011.0,102314,휘발유,자동,6,후륜구동,대형,SUV,검은색,훌륭함,13194000
24449,subaru,outback,2000.0,296739,휘발유,자동,4,사륜구동,중형,웨건,흰색,훌륭함,3300000
24450,nissan,sentra,2006.0,148510,휘발유,자동,4,후륜구동,준중형,세단,은색,훌륭함,4620000
24451,pontiac,g3,2009.0,128720,휘발유,자동,4,후륜구동,준중형,해치백,은색,좋음,4674000
24452,chevrolet,uplander lt,2006.0,205507,휘발유,자동,6,사륜구동,대형,미니밴,파란색,훌륭함,7080000
24453,buick,lucerne cxl,2006.0,214877,휘발유,자동,6,후륜구동,대형,세단,은색,좋음,6444000
24454,ford,f150 xlt extended cab 4x4,2009.0,196526,휘발유,자동,8,사륜구동,대형,픽업트럭,파란색,좋음,12600000
24455,chevrolet,impala lt,2009.0,90937,휘발유,자동,6,후륜구동,중형,세단,갈색,좋음,8952000
24456,chevrolet,express cargo g2500,2000.0,121521,휘발유,자동,8,전륜구동,대형,밴,흰색,좋음,7177200
24457,toyota,rav4,2010.0,261082,휘발유,자동,4,후륜구동,준중형,SUV,빨간색,좋음,8265600
24458,chevrolet,corvette convertible,2017.0,20336,휘발유,자동,8,전륜구동,준중형,컨버터블,흰색,새거같음,57600000
24459,jeep,cherokee limited,2015.0,125854,휘발유,자동,6,사륜구동,중형,SUV,흰색,새거같음,21596400
24460,nissan,altima 2.5,2015.0,131061,휘발유,자동,4,후륜구동,중형,세단,검은색,좋음,11977200
24461,chevrolet,cruze,2011.0,169601,휘발유,자동,4,후륜구동,준중형,세단,흰색,좋음,7800000
24462,honda,cr-v ex-l,2013.0,116940,휘발유,자동,4,후륜구동,중형,SUV,파란색,새거같음,19196400
24463,chrysler,200 touring,2012.0,220692,휘발유,자동,4,후륜구동,대형,세단,은색,좋음,6577200
24464,jeep,grand cherokee limited 4x4,2013.0,114012,휘발유,자동,6,사륜구동,중형,SUV,검은색,새거같음,21596400
24465,gmc,sierra 1500,2017.0,89571,휘발유,자동,8,사륜구동,대형,트럭,빨간색,새거같음,47996400
24466,gmc,sierra 1500,2017.0,89571,휘발유,자동,8,사륜구동,대형,트럭,빨간색,새거같음,47996400
24467,gmc,canyon crew cab,2017.0,79804,휘발유,자동,8,사륜구동,중형,트럭,빨간색,새거같음,39596400
24468,ram,2500 crew 4x4 diesel,2019.0,73629,경유,자동,6,사륜구동,대형,픽업트럭,흰색,훌륭함,59880000
24469,nissan,rogue sl,2015.0,79161,휘발유,자동,4,후륜구동,중형,SUV,검은색,새거같음,19196400
24470,dodge,journey sxt,2017.0,70118,휘발유,자동,6,후륜구동,중형,SUV,빨간색,새거같음,19196400
24471,chevrolet,silverado,2015.0,94430,휘발유,자동,6,사륜구동,대형,트럭,은색,새거같음,32396400
24472,gmc,sierra 1500,2015.0,82285,휘발유,자동,8,사륜구동,대형,트럭,회색,새거같음,44396400
24473,chevrolet,cruze lt,2017.0,47978,휘발유,자동,4,후륜구동,중형,세단,빨간색,새거같음,17996400
24474,dodge,grand caravan sxt,2019.0,67756,휘발유,자동,6,후륜구동,중형,미니밴,빨간색,새거같음,21596400
24475,gmc,yukon,2002.0,249395,휘발유,자동,8,사륜구동,대형,SUV,흰색,나쁨,3000000
24476,ford,f150 xlt,2017.0,70796,휘발유,자동,6,사륜구동,대형,트럭,빨간색,새거같음,41880000
24477,honda,cr-v ex awd,2008.0,228225,휘발유,자동,4,사륜구동,중형,SUV,파란색,훌륭함,10680000
24478,ford,f-150 stx 4wd,2006.0,354665,휘발유,자동,8,사륜구동,대형,픽업트럭,흰색,좋음,6348000
24479,chevrolet,malibu ls,2005.0,159579,휘발유,자동,6,후륜구동,중형,세단,갈색,훌륭함,5880000
24480,chrysler,300,2008.0,259853,휘발유,자동,6,전륜구동,대형,세단,파란색,좋음,4560000
24481,pontiac,vibe,2003.0,362025,휘발유,자동,4,후륜구동,준중형,해치백,은색,좋음,2400000
24482,honda,accord ex-l,2008.0,238886,휘발유,자동,4,후륜구동,중형,세단,빨간색,좋음,7668000
24483,chevrolet,traverse ltz awd,2011.0,155797,휘발유,자동,6,사륜구동,중형,SUV,흰색,훌륭함,13080000
24484,kia,sedona lx,2010.0,190568,휘발유,자동,6,후륜구동,중형,미니밴,갈색,좋음,7044000
24485,ford,expedition eddie bauer,2004.0,296056,휘발유,자동,8,사륜구동,대형,SUV,빨간색,훌륭함,7740000
24486,nissan,altima 2.5 s,2008.0,370070,휘발유,자동,4,후륜구동,대형,세단,파란색,좋음,3000000
24487,hyundai,tiburon gt,2004.0,263876,휘발유,자동,6,후륜구동,중형,쿠페,빨간색,좋음,2400000
24488,dodge,grand caravan se,2009.0,136765,휘발유,자동,6,후륜구동,대형,밴,은색,새거같음,8340000
24489,chevrolet,2500hd duramax 4x4,2004.0,389662,경유,자동,8,사륜구동,대형,트럭,흰색,훌륭함,15540000
24490,ram,1500,2003.0,162509,휘발유,자동,8,사륜구동,대형,픽업트럭,파란색,훌륭함,8400000
24491,honda,accord ex-l,2016.0,183426,휘발유,자동,6,후륜구동,중형,세단,흰색,훌륭함,17280000
24492,chevrolet,tracker,2003.0,209170,휘발유,자동,6,사륜구동,중형,SUV,초록색,좋음,1200000
24493,ford,f-250,1999.0,421561,경유,자동,8,사륜구동,대형,트럭,갈색,나쁨,2400000
24494,jeep,commander sport,2008.0,246186,휘발유,자동,6,사륜구동,중형,SUV,회색,좋음,6288000
24495,ford,expedition,2004.0,273530,휘발유,자동,8,사륜구동,대형,SUV,흰색,좋음,4560000
24496,dodge,dakota sport,1999.0,229850,휘발유,자동,6,전륜구동,중형,트럭,흰색,좋음,3888000
24497,ford,escape,2014.0,146933,휘발유,자동,4,후륜구동,대형,SUV,은색,좋음,13198800
24498,chevrolet,equinox,2012.0,131318,휘발유,자동,4,후륜구동,대형,SUV,은색,좋음,10558800
24499,dodge,grand caravan,2012.0,133115,휘발유,자동,6,후륜구동,대형,밴,은색,좋음,11998800
24500,gmc,acadia,2009.0,226749,휘발유,자동,6,사륜구동,대형,SUV,초록색,좋음,9598800
24501,chevrolet,traverse,2013.0,130058,휘발유,자동,6,후륜구동,대형,SUV,파란색,좋음,13198800
24502,gmc,terrain,2011.0,202016,휘발유,자동,4,후륜구동,대형,SUV,회색,좋음,9598800
24503,ford,escape,2014.0,140978,휘발유,자동,4,후륜구동,대형,SUV,흰색,좋음,12598800
24504,audi,a5,2011.0,135962,휘발유,자동,4,후륜구동,중형,컨버터블,은색,좋음,13198800
24505,chevrolet,equinox,2011.0,181434,휘발유,자동,4,후륜구동,대형,SUV,기타,좋음,8998800
24506,ford,focus,2010.0,181421,휘발유,자동,4,후륜구동,준중형,세단,은색,훌륭함,5994000
24507,mercury,sable,2003.0,158547,휘발유,자동,6,후륜구동,중형,세단,회색,훌륭함,4194000
24508,mercury,milan,2007.0,167294,휘발유,자동,6,후륜구동,중형,세단,파란색,훌륭함,6594000
24509,ford,escape,2010.0,162172,휘발유,자동,6,사륜구동,중형,SUV,회색,훌륭함,10794000
24510,ford,escape,2010.0,162172,휘발유,자동,6,사륜구동,중형,SUV,회색,훌륭함,10794000
24511,toyota,corolla,2005.0,189707,휘발유,자동,4,후륜구동,준중형,세단,파란색,훌륭함,5994000
24512,buick,rainier cxl awd,2006.0,164834,휘발유,자동,6,사륜구동,중형,SUV,흰색,좋음,7194000
24513,kia,sorento,2011.0,208750,휘발유,자동,6,사륜구동,중형,SUV,은색,훌륭함,9594000
24514,buick,enclave,2010.0,166304,휘발유,자동,6,후륜구동,대형,SUV,빨간색,훌륭함,9594000
24515,buick,lacrosse,2006.0,217996,휘발유,자동,6,후륜구동,중형,세단,파란색,훌륭함,5994000
24516,chevrolet,malibu,2003.0,174965,휘발유,자동,6,후륜구동,중형,세단,회색,훌륭함,3594000
24517,kia,sportage,2008.0,238357,휘발유,자동,6,사륜구동,중형,SUV,흰색,훌륭함,5994000
24518,chevrolet,cruze lt hatchback,2017.0,53105,휘발유,자동,4,후륜구동,준중형,해치백,흰색,새거같음,17985600
24519,chevrolet,cruze lt rs,2016.0,122860,휘발유,자동,4,후륜구동,준중형,세단,회색,훌륭함,14385600
24520,ford,f350 lariat 4x4 diesel,2019.0,85812,경유,자동,8,사륜구동,대형,픽업트럭,빨간색,훌륭함,63480000
24521,ford,f250 xl crew 4x4 diesel,2017.0,149764,경유,자동,8,사륜구동,대형,픽업트럭,은색,훌륭함,46680000
24522,buick,lesabre,2000.0,146410,휘발유,자동,6,후륜구동,대형,세단,은색,좋음,5265600
24523,ford,focus zx4 se,2007.0,241605,휘발유,자동,4,후륜구동,중형,세단,검은색,훌륭함,3480000
24524,ford,focus sel,2012.0,181817,휘발유,자동,4,후륜구동,준중형,해치백,은색,좋음,6000000
24525,gmc,1500 yukon,2010.0,238132,휘발유,자동,8,사륜구동,대형,SUV,회색,훌륭함,16560000
24526,gmc,yukon 4x4 plow truck,1994.0,204022,휘발유,자동,8,사륜구동,대형,SUV,검은색,좋음,8940000
24527,honda,pilot,2003.0,288011,휘발유,자동,6,사륜구동,대형,SUV,은색,좋음,4800000
24528,toyota,camry solara se,2005.0,319740,휘발유,자동,4,후륜구동,중형,쿠페,빨간색,좋음,4297200
24529,chevrolet,malibu lt,2016.0,77783,휘발유,자동,4,후륜구동,준중형,세단,빨간색,훌륭함,15480000
24530,pontiac,torrent,2008.0,114432,휘발유,자동,6,후륜구동,중형,SUV,검은색,좋음,8256000
24531,toyota,prius,2008.0,153077,하이브리드,자동,4,후륜구동,중형,해치백,회색,좋음,7164000
24532,pontiac,g6,2007.0,209865,휘발유,자동,6,후륜구동,준중형,세단,검은색,좋음,5865600
24533,ford,shelby gt500,2007.0,3403,휘발유,기타,8,전륜구동,중형,쿠페,빨간색,좋음,47880000
24534,gmc,sierra 1500,1997.0,307207,휘발유,자동,6,전륜구동,대형,트럭,흰색,나쁨,4723200
24535,chevrolet,silverado 1500,2011.0,290255,휘발유,자동,8,전륜구동,대형,트럭,은색,좋음,11385600
24536,honda,civic ex,2017.0,59357,휘발유,자동,4,후륜구동,중형,세단,검은색,훌륭함,21596400
24537,ford,f-150,2015.0,102194,휘발유,자동,8,사륜구동,대형,트럭,빨간색,훌륭함,40785600
24538,chevrolet,express 2500 cargo van,2007.0,337429,휘발유,자동,8,전륜구동,대형,밴,흰색,나쁨,4752000
24539,buick,encore,2018.0,30456,휘발유,자동,4,후륜구동,중형,SUV,빨간색,새거같음,20396400
24540,ford,f-150,2018.0,91960,휘발유,자동,8,사륜구동,대형,트럭,검은색,훌륭함,43198800
24541,ford,f150 xlt,2004.0,114734,휘발유,자동,8,전륜구동,대형,픽업트럭,빨간색,좋음,11064000
24542,chrysler,200 touring,2011.0,141738,휘발유,자동,6,후륜구동,중형,세단,검은색,훌륭함,8396400
24543,gmc,acadia denali,2015.0,83167,휘발유,자동,6,후륜구동,대형,SUV,은색,새거같음,28796400
24544,chevrolet,hhr,2007.0,283184,휘발유,자동,4,후륜구동,중형,웨건,파란색,훌륭함,5100000
24545,honda,pilot,2008.0,215525,휘발유,자동,6,사륜구동,대형,SUV,회색,훌륭함,9598800
24546,ford,f350 xlt crew 4x4 diesel,2020.0,118687,경유,자동,8,사륜구동,대형,픽업트럭,흰색,훌륭함,59880000
24547,infiniti,qx56,2008.0,273306,휘발유,자동,8,사륜구동,대형,SUV,파란색,좋음,9585600
24548,chrysler,town & country touring,2014.0,132113,휘발유,자동,6,후륜구동,대형,미니밴,파란색,훌륭함,14280000
24549,chrysler,300c,2007.0,194689,휘발유,자동,8,전륜구동,대형,세단,빨간색,좋음,9600000
24550,pontiac,g6,2009.0,179379,휘발유,자동,4,후륜구동,중형,세단,파란색,훌륭함,5880000
24551,toyota,camry se 4dr sedan,2007.0,283649,휘발유,자동,4,후륜구동,중형,세단,빨간색,좋음,6300000
24552,ford,e350 xlt 12 passengert van,2011.0,221029,휘발유,자동,8,전륜구동,대형,밴,은색,좋음,11364000
24553,pontiac,g5,2007.0,199644,휘발유,자동,4,후륜구동,중형,쿠페,노란색,좋음,4297200
24554,chevrolet,equinox,2013.0,293642,휘발유,자동,4,후륜구동,중형,SUV,은색,좋음,6300000
24555,chevrolet,impala lt,2014.0,187117,휘발유,자동,6,후륜구동,대형,세단,은색,좋음,9225600
24556,lincoln,continental,1998.0,137918,휘발유,자동,8,후륜구동,대형,세단,갈색,좋음,3924000
24557,jeep,grand cherokee,2019.0,18986,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,40536000
24558,chevrolet,camaro,2014.0,44730,휘발유,수동,8,전륜구동,중형,쿠페,노란색,좋음,33480000
24559,gmc,acadia,2017.0,94770,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,33576000
24560,toyota,highlander,2019.0,30088,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,41736000
24561,chrysler,pacifica,2018.0,44086,휘발유,자동,6,후륜구동,대형,밴,검은색,좋음,33576000
24562,ford,edge,2013.0,166531,휘발유,자동,6,후륜구동,대형,SUV,빨간색,좋음,15000000
24563,jeep,cherokee,2019.0,26387,휘발유,자동,6,사륜구동,대형,SUV,빨간색,좋음,32280000
24564,ford,escape,2020.0,17618,휘발유,자동,3,사륜구동,대형,SUV,흰색,좋음,31140000
24565,chevrolet,equinox,2018.0,41673,휘발유,자동,4,후륜구동,대형,SUV,기타,좋음,21480000
24566,buick,encore,2017.0,12872,휘발유,자동,4,후륜구동,대형,SUV,회색,좋음,20280000
24567,jeep,compass,2018.0,20595,휘발유,자동,4,사륜구동,대형,SUV,검은색,좋음,27480000
24568,ford,escape,2017.0,52292,휘발유,자동,4,후륜구동,대형,SUV,회색,좋음,23256000
24569,ford,edge,2017.0,53016,휘발유,자동,4,사륜구동,대형,SUV,빨간색,좋음,31560000
24570,ford,f-150,2017.0,39420,휘발유,자동,6,사륜구동,대형,트럭,빨간색,좋음,41880000
